FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex,year,week,Timeline
Lukasz,Fabianski,GLK,SWA,4600000,3,83,4.4,9.56521739130435e-07,1.80434782608696e-05,0,223305,0,26,0,76,0,0,0,18.0,13027,1,0,83,-1,0.9,0,4.3,7,0,6,0,0,8.4,421486,0,0,1,2,1710,6734,0,0,405,Liverpool,Watford,Tottenham,Newcastle,Liverpool,54.6,2017,19,Y17W19
Cesc,Fabregas,MID,CHE,6800000,1,49,2.9,4.264705882352939e-07,7.20588235294118e-06,0,621254,1,11,0,0,0,1,0,7.2,13114,-2,1,49,2,0.2,0,1.5,3,0,6,0,3,3.7,379683,0,0,0,1,1185,1984,-1,1,287,Brighton,Stoke,Arsenal,Leicester,Brighton,135.0,2017,19,Y17W19
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,121576,0,0,0,0,0,0,0,0.0,1695,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.5,12969,0,0,0,0,0,139,0,0,0,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,2017,19,Y17W19
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1409,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,82,0,0,0,0,0,2,0,0,0,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.0,2017,19,Y17W19
Marouane,Fellaini,MID,MUN,4700000,0,32,1.68421052631579,3.5834266517357203e-07,6.80851063829787e-06,0,195398,1,0,0,0,0,3,0,6.8,1737,-3,0,32,3,0.0,0,0.0,3,0,3,0,0,0.7,188989,0,0,0,1,373,71,0,0,110,Burnley,Southampton,Everton,Stoke,Burnley,43.7,2017,19,Y17W19
Leroy,Fer,MID,SWA,5200000,0,33,2.1,4.0384615384615397e-07,6.34615384615385e-06,0,37239,5,20,0,0,0,1,0,6.3,462,-3,0,33,3,0.3,0,1.7,0,0,3,0,1,0.2,16616,0,0,0,0,1102,6,0,0,159,Liverpool,Watford,Tottenham,Newcastle,Liverpool,46.3,2017,19,Y17W19
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,282,0,0,0,0,0,0,0,0.0,131,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1010,0,0,0,0,0,356,0,0,0,Everton,Arsenal,West Ham,Brighton,Everton,0.0,2017,19,Y17W19
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.473684210526316,1.07655502392344e-07,2.04545454545455e-06,0,15100,1,13,0,0,0,0,0,2.0,293,-1,0,9,1,0.1,0,0.3,0,0,0,0,0,0.2,6347,0,0,0,0,412,12,0,0,44,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,10.6,2017,19,Y17W19
Federico,Fernandez,DEF,SWA,4500000,1,38,2.7,6e-07,8.444444444444439e-06,0,178174,3,19,0,0,0,0,0,8.4,2735,0,0,38,0,0.0,0,0.2,6,0,4,0,0,1.8,173926,1,0,0,0,1260,168,0,0,236,Liverpool,Watford,Tottenham,Newcastle,Liverpool,38.9,2017,19,Y17W19
,Fernandinho,MID,MCI,5100000,6,65,3.4,6.66666666666667e-07,1.27450980392157e-05,0,417478,4,11,0,0,0,2,0,12.7,11665,1,0,65,-1,0.4,0,2.1,3,0,8,0,4,6.4,614274,0,0,0,1,1561,15632,0,0,324,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,93.4,2017,19,Y17W19
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4297,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,493,0,0,0,0,0,8,0,0,0,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,0.0,2017,19,Y17W19
Sam,Field,MID,WBA,4500000,0,19,1.0,2.22222222222222e-07,4.2222222222222194e-06,0,18499,3,2,0,0,0,1,0,4.2,500,0,0,19,0,0.4,0,1.7,2,0,4,0,0,0.2,21428,0,0,0,0,438,31,0,0,59,Everton,Arsenal,West Ham,Brighton,Everton,20.9,2017,19,Y17W19
Roberto,Firmino,FWD,LIV,8800000,11,93,5.2,5.90909090909091e-07,1.05681818181818e-05,0,1855545,0,17,0,0,0,7,0,10.7,18101,3,-1,93,-3,0.8,0,6.8,16,0,8,0,5,29.2,2213532,0,0,0,2,1330,237377,1,0,375,Swansea,Leicester,Burnley,Man City,Swansea,149.1,2017,19,Y17W19
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,975,0,0,0,0,0,0,0,0.0,36,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,878,0,0,0,0,0,32,0,0,0,Swansea,Leicester,Burnley,Man City,Swansea,0.0,2017,19,Y17W19
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,31685,0,0,0,0,0,0,0,0.0,249,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,5559,0,0,0,0,0,124,0,0,0,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.0,2017,19,Y17W19
Darren,Fletcher,MID,STK,4900000,2,51,2.7,5.510204081632651e-07,1.04081632653061e-05,0,47520,0,38,0,0,0,1,0,10.4,1138,-1,0,51,1,0.5,0,2.5,3,0,2,0,1,0.6,26818,0,0,0,1,1630,232,0,0,252,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,63.8,2017,19,Y17W19
Phil,Foden,MID,MCI,4700000,0,1,0.0526315789473684,1.11982082866741e-08,2.1276595744680886e-07,0,2282,0,1,0,0,0,0,0,0.2,60,-3,0,1,3,0.0,0,0.1,0,0,0,0,0,0.0,659,0,0,0,0,7,11,0,0,1,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,0.1,2017,19,Y17W19
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,1086,0,0,0,0,0,0,0,0.0,1086,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3664,0,0,0,0,0,3664,0,0,0,Leicester,Swansea,Man City,Southampton,Leicester,0.0,2017,19,Y17W19
Jose,Fonte,DEF,WHU,4800000,0,34,1.78947368421053,3.7280701754386e-07,7.08333333333333e-06,0,145134,0,11,0,0,0,0,0,7.1,1494,-2,0,34,2,0.0,0,0.0,3,0,3,0,2,1.0,76680,0,0,0,0,688,11,0,0,156,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,33.4,2017,19,Y17W19
Fraser,Forster,GLK,SOU,4900000,2,73,3.8,7.75510204081633e-07,1.4897959183673499e-05,0,358499,0,25,0,68,0,0,0,14.6,16040,-1,1,73,1,0.6,0,2.9,6,0,4,0,0,6.7,352331,0,0,1,1,1710,669,-1,0,342,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,48.4,2017,19,Y17W19
Ben,Foster,GLK,WBA,4400000,1,56,3.1,7.045454545454549e-07,1.27272727272727e-05,0,524889,2,26,0,41,0,0,0,12.7,12727,-1,0,56,1,0.8,0,3.7,4,0,5,0,0,9.9,325986,0,0,0,0,1620,3454,0,0,289,Everton,Arsenal,West Ham,Brighton,Everton,30.2,2017,19,Y17W19
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,15,1.4,3.18181818181818e-07,3.40909090909091e-06,0,79669,0,18,0,0,0,0,0,3.4,1308,-1,0,15,1,0.1,0,0.5,0,0,0,0,0,0.7,30333,0,0,0,0,860,23,0,0,152,Arsenal,Man City,Southampton,Burnley,Arsenal,25.3,2017,19,Y17W19
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1228,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1369,0,0,0,0,0,37,0,0,0,Southampton,Swansea,West Ham,Everton,Southampton,0.0,2017,19,Y17W19
Simon,Francis,DEF,BOU,4400000,0,26,1.7,3.8636363636363604e-07,5.90909090909091e-06,0,141226,3,18,0,0,0,0,0,5.9,4319,-1,0,26,1,0.2,0,1.0,1,0,2,0,0,0.9,48555,0,0,0,0,1252,237,0,1,221,West Ham,Everton,Brighton,Arsenal,West Ham,54.7,2017,19,Y17W19
Ryan,Fraser,MID,BOU,5100000,2,26,1.36842105263158,2.68317853457172e-07,5.09803921568627e-06,0,60176,0,14,0,0,0,1,0,5.1,336,-4,0,26,4,0.6,0,3.0,3,0,0,0,0,0.3,10100,0,0,0,1,692,281,0,0,95,West Ham,Everton,Brighton,Arsenal,West Ham,37.4,2017,19,Y17W19
Christian,Fuchs,DEF,LEI,4900000,1,40,2.9,5.91836734693878e-07,8.16326530612245e-06,0,166031,1,18,0,0,0,0,0,8.2,2920,-1,0,40,1,0.1,0,0.7,6,0,3,0,1,2.1,79985,0,0,0,1,1171,1760,0,0,216,Watford,Liverpool,Huddersfield,Chelsea,Watford,45.4,2017,19,Y17W19
Jay,Fulton,MID,SWA,4400000,1,1,0.0526315789473684,1.19617224880383e-08,2.2727272727272702e-07,0,3503,1,0,0,0,0,0,0,0.2,87,-1,0,1,1,0.0,0,0.2,0,0,0,0,0,0.1,3544,0,0,0,0,17,27,0,0,1,Liverpool,Watford,Tottenham,Newcastle,Liverpool,0.0,2017,19,Y17W19
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,966,0,0,0,0,0,0,0,0.0,18,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,362,0,0,0,0,0,16,0,0,0,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,0.0,2017,19,Y17W19
Manolo,Gabbiadini,FWD,SOU,6400000,1,41,2.4,3.75e-07,6.40625e-06,0,470021,1,11,0,0,0,3,0,6.4,3266,-6,0,41,6,0.1,0,0.9,4,0,4,0,0,1.5,248641,0,0,0,1,796,2658,0,0,123,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,35.9,2017,19,Y17W19
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2030,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,318,0,0,0,0,0,1,0,0,0,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,0.0,2017,19,Y17W19
,Gamez,DEF,NEW,4000000,0,9,0.473684210526316,1.1842105263157899e-07,2.25e-06,0,180554,0,0,0,0,0,0,0,2.3,5788,0,0,9,0,0.0,0,0.0,2,0,1,0,0,2.2,184569,0,0,0,0,97,121,0,0,38,Man City,Brighton,Stoke,Swansea,Man City,8.4,2017,19,Y17W19
Dwight,Gayle,FWD,NEW,6100000,2,42,2.21052631578947,3.62381363244176e-07,6.8852459016393414e-06,0,132089,1,21,0,0,0,3,0,6.9,6657,-4,0,42,4,0.6,0,3.8,4,0,0,0,1,1.1,71195,0,0,0,1,833,4891,0,0,144,Man City,Brighton,Stoke,Swansea,Man City,60.0,2017,19,Y17W19
Paulo,Gazzaniga,GLK,TOT,4300000,0,9,0.473684210526316,1.1015911872705e-07,2.09302325581395e-06,0,3716,0,0,0,3,0,0,0,2.1,108,-2,0,9,2,0.0,0,0.0,2,0,1,0,0,0.1,5201,0,0,0,0,90,51,0,0,26,Southampton,Swansea,West Ham,Everton,Southampton,2.7,2017,19,Y17W19
Kieran,Gibbs,DEF,WBA,5000000,1,38,2.4,4.8e-07,7.6e-06,0,23478,1,22,0,0,0,0,0,7.6,1245,0,0,38,0,0.7,0,3.5,0,0,3,0,1,0.4,31786,0,0,0,0,1356,1169,0,0,223,Everton,Arsenal,West Ham,Brighton,Everton,54.2,2017,19,Y17W19
Olivier,Giroud,FWD,ARS,8200000,0,36,1.89473684210526,2.3106546854942198e-07,4.39024390243902e-06,0,116774,0,3,0,0,0,4,0,4.4,3969,-3,0,36,3,0.4,0,3.1,4,0,1,0,0,1.1,56641,0,0,0,1,360,191,0,0,139,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,52.9,2017,19,Y17W19
Connor,Goldson,DEF,BHA,3900000,6,6,0.315789473684211,8.097165991902831e-08,1.53846153846154e-06,0,40954,0,0,0,0,0,0,0,1.5,2110,-1,0,6,1,0.3,0,1.0,0,0,1,0,0,1.3,57748,0,0,0,0,90,17331,0,0,23,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,8.7,2017,19,Y17W19
Heurelho,Gomes,GLK,WAT,4500000,2,55,2.9,6.44444444444444e-07,1.22222222222222e-05,0,88155,0,31,0,48,0,0,0,12.2,4827,0,0,55,0,0.3,0,1.5,4,0,5,0,0,2.5,120245,0,0,0,0,1678,816,0,0,328,Leicester,Swansea,Man City,Southampton,Leicester,36.0,2017,19,Y17W19
Joseph,Gomez,DEF,LIV,4700000,1,58,3.9,8.29787234042553e-07,1.23404255319149e-05,0,221348,2,14,0,0,0,0,0,12.3,10608,2,0,58,-2,0.7,0,3.3,6,0,6,0,2,6.9,527850,0,0,0,2,1181,62259,0,0,310,Swansea,Leicester,Burnley,Man City,Swansea,48.6,2017,19,Y17W19
Dan,Gosling,MID,BOU,4800000,2,14,0.736842105263158,1.5350877192982498e-07,2.91666666666667e-06,0,3759,1,13,0,0,0,0,0,2.9,53,-2,0,14,2,0.1,0,0.5,0,0,0,0,0,0.1,1473,0,0,0,0,533,52,0,0,64,West Ham,Everton,Brighton,Arsenal,West Ham,19.2,2017,19,Y17W19
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,245,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,26,0,0,0,0,0,0,0,0,0,Man City,Brighton,Stoke,Swansea,Man City,0.0,2017,19,Y17W19
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3851,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,127,0,0,0,0,0,0,0,0,0,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,2017,19,Y17W19
Lee,Grant,GLK,STK,4200000,0,5,0.263157894736842,6.265664160401e-08,1.19047619047619e-06,0,23893,0,7,0,8,0,0,0,1.2,414,-3,1,5,3,0.1,0,0.3,0,0,0,0,0,0.3,7490,0,0,0,0,270,58,-1,0,44,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,6.3,2017,19,Y17W19
Andre,Gray,FWD,WAT,6300000,2,48,2.5,3.96825396825397e-07,7.61904761904762e-06,0,208740,1,17,0,0,0,2,0,7.6,10079,-2,0,48,2,0.2,0,1.3,2,0,5,0,3,1.9,190477,0,0,0,0,1017,5093,0,0,127,Leicester,Swansea,Man City,Southampton,Leicester,58.1,2017,19,Y17W19
Demarai,Gray,MID,LEI,5300000,2,48,2.52631578947368,4.7666335650446903e-07,9.0566037735849e-06,0,84202,2,17,0,0,0,3,0,9.1,5245,-2,0,48,2,0.6,0,3.3,2,0,3,0,1,1.4,115141,0,0,0,0,933,2929,0,0,187,Watford,Liverpool,Huddersfield,Chelsea,Watford,61.4,2017,19,Y17W19
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,3248,0,0,0,0,0,0,0,0.0,179,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,9310,0,0,0,0,0,228,0,0,0,Stoke,Burnley,Leicester,West Ham,Stoke,0.0,2017,19,Y17W19
Pascal,Gro?,MID,BHA,5900000,11,95,5.0,8.474576271186441e-07,1.61016949152542e-05,0,815876,1,22,0,0,0,4,0,16.1,31728,4,0,95,-4,0.6,0,3.7,17,0,7,0,5,18.2,1674686,0,0,0,1,1491,43906,0,0,348,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,118.6,2017,19,Y17W19
Marko,Grujic,MID,LIV,4200000,0,3,0.157894736842105,3.7593984962406e-08,7.142857142857141e-07,0,38121,0,0,0,0,0,0,0,0.7,1656,-3,1,3,3,0.0,0,0.2,0,0,0,0,0,0.6,46680,0,0,0,0,14,1937,-1,0,9,Swansea,Leicester,Burnley,Man City,Swansea,1.9,2017,19,Y17W19
Johann Berg,Gudmundsson,MID,BUR,5000000,2,52,2.9,5.8e-07,1.04e-05,0,13542,1,12,0,0,0,0,0,10.4,2012,0,0,52,0,0.7,0,3.3,0,0,7,0,5,0.4,26979,0,0,0,0,1334,746,0,0,206,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,84.7,2017,19,Y17W19
Idrissa,Gueye,MID,EVE,4800000,1,35,1.8,3.75e-07,7.29166666666667e-06,0,56167,4,26,0,0,0,0,0,7.3,1892,-2,0,35,2,0.4,0,2.1,0,0,5,0,0,0.8,25780,0,0,0,0,1599,65,0,1,279,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,49.9,2017,19,Y17W19
Ilkay,Gundogan,MID,MCI,5300000,1,26,1.36842105263158,2.58192651439921e-07,4.90566037735849e-06,0,35345,0,3,0,0,0,1,0,4.9,6557,-2,0,26,2,0.5,0,2.7,2,0,1,0,1,0.6,42360,0,0,0,1,324,2959,0,0,95,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,29.4,2017,19,Y17W19
Florent,Hadergjonaj,DEF,HUD,4500000,2,17,0.8947368421052628,1.98830409356725e-07,3.77777777777778e-06,0,1110,1,12,0,0,0,0,0,3.8,44,0,0,17,0,0.2,0,1.1,2,0,1,0,1,0.0,1671,0,0,0,0,465,89,0,0,108,Stoke,Burnley,Leicester,West Ham,Stoke,21.3,2017,19,Y17W19
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,76709,0,0,0,0,0,0,0,0.0,2204,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,72086,0,0,0,0,0,2617,0,0,0,Man City,Brighton,Stoke,Swansea,Man City,0.0,2017,19,Y17W19
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,501,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,603,0,0,0,0,0,10,0,0,0,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.0,2017,19,Y17W19
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1715,0,0,0,0,0,0,0,0.0,36,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,592,0,0,0,0,0,13,0,0,0,Watford,Liverpool,Huddersfield,Chelsea,Watford,0.0,2017,19,Y17W19
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,80331,0,0,0,0,0,0,0,0.0,584,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5668,0,0,0,0,0,13,0,0,0,Man City,Brighton,Stoke,Swansea,Man City,0.0,2017,19,Y17W19
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,2063,0,0,0,0,0,0,0,0.2,14,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1336,0,0,0,0,20,1,0,0,6,Everton,Arsenal,West Ham,Brighton,Everton,2.7,2017,19,Y17W19
Joe,Hart,GLK,WHU,4400000,0,45,3.2,7.27272727272727e-07,1.0227272727272698e-05,0,422665,0,30,0,39,0,0,0,10.2,9774,-1,0,45,1,0.2,0,0.8,3,0,3,0,1,6.2,130539,0,0,1,1,1260,870,0,0,261,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,30.2,2017,19,Y17W19
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,1302,0,0,0,0,0,0,0,0.0,110,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3359,0,0,0,0,0,155,0,0,0,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.0,2017,19,Y17W19
Isaac,Hayden,MID,NEW,4500000,0,28,1.8,4e-07,6.22222222222222e-06,0,23880,7,19,0,0,0,1,0,6.2,730,0,0,28,0,0.2,0,0.8,0,0,2,0,0,0.2,23601,0,0,0,0,1091,23,0,0,123,Man City,Brighton,Stoke,Swansea,Man City,45.5,2017,19,Y17W19
Eden,Hazard,MID,CHE,10900000,3,82,5.1,4.6788990825688103e-07,7.52293577981651e-06,0,467103,1,8,0,0,0,5,0,7.5,73157,4,0,82,-4,0.5,0,5.0,12,0,6,0,4,13.4,1046649,0,0,0,3,1038,11204,0,0,300,Brighton,Stoke,Arsenal,Leicester,Brighton,135.3,2017,19,Y17W19
Tom,Heaton,GLK,BUR,4800000,0,8,0.421052631578947,8.7719298245614e-08,1.66666666666667e-06,0,349232,0,4,0,8,0,0,0,1.7,1718,-2,0,8,2,0.0,0,0.0,0,0,0,0,0,1.7,18356,0,0,0,0,305,27,0,0,48,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,5.3,2017,19,Y17W19
Michael,Hefele,DEF,HUD,4200000,0,1,0.0526315789473684,1.2531328320802e-08,2.38095238095238e-07,0,8384,0,0,0,0,0,0,0,0.2,54,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2207,0,0,0,0,1,11,0,0,4,Stoke,Burnley,Leicester,West Ham,Stoke,0.4,2017,19,Y17W19
Ahmed El-Sayed,Hegazi,DEF,WBA,4500000,1,57,3.0,6.66666666666667e-07,1.26666666666667e-05,0,978727,3,26,0,0,0,1,0,12.7,28262,0,0,57,0,0.7,0,3.0,6,0,5,0,0,18.2,1424942,0,0,0,1,1676,20400,0,0,324,Everton,Arsenal,West Ham,Brighton,Everton,66.5,2017,19,Y17W19
Tomer,Hemed,FWD,BHA,4800000,5,38,2.9,6.04166666666667e-07,7.91666666666667e-06,0,211169,0,4,0,0,0,2,0,7.9,2703,-2,0,38,2,0.4,0,1.7,5,0,3,0,2,1.2,244265,0,0,0,0,668,4348,0,0,102,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,35.4,2017,19,Y17W19
Jordan,Henderson,MID,LIV,5400000,1,46,2.9,5.37037037037037e-07,8.518518518518517e-06,0,146906,1,18,0,0,0,1,0,8.5,7427,-1,0,46,1,0.3,0,1.5,3,0,6,0,1,1.4,121962,0,0,0,0,1272,46,0,0,228,Swansea,Leicester,Burnley,Man City,Swansea,63.7,2017,19,Y17W19
Jeff,Hendrick,MID,BUR,5400000,2,51,2.6842105263157903,4.97076023391813e-07,9.44444444444444e-06,0,17409,0,10,0,0,0,2,0,9.4,841,-1,0,51,1,0.4,0,2.1,1,0,7,0,1,0.2,20653,0,0,0,0,1242,144,0,0,161,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,60.9,2017,19,Y17W19
Wayne,Hennessey,GLK,CRY,4300000,0,30,1.57894736842105,3.67197062423501e-07,6.97674418604651e-06,0,72304,0,18,0,33,0,0,0,7.0,1827,-2,0,30,2,0.3,0,1.5,5,0,1,0,0,0.9,38239,0,0,0,0,810,151,0,0,164,Arsenal,Man City,Southampton,Burnley,Arsenal,23.8,2017,19,Y17W19
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,1535,0,0,0,0,0,0,0,0.0,102,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3985,0,0,0,0,0,177,0,0,0,Arsenal,Man City,Southampton,Burnley,Arsenal,0.0,2017,19,Y17W19
Ander,Herrera,MID,MUN,5000000,1,24,1.26315789473684,2.52631578947368e-07,4.8e-06,0,187900,4,11,0,0,0,0,0,4.7,966,-5,1,24,5,0.3,0,1.5,0,0,2,0,1,1.3,24595,0,0,0,0,760,276,-1,0,125,Burnley,Southampton,Everton,Stoke,Burnley,36.1,2017,19,Y17W19
Wesley,Hoedt,DEF,SOU,5000000,5,24,1.26315789473684,2.52631578947368e-07,4.8e-06,0,4388,2,13,0,0,0,0,0,4.8,185,0,0,24,0,0.3,0,1.7,2,0,1,0,1,0.0,5826,0,0,0,0,900,274,0,0,182,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,36.1,2017,19,Y17W19
Jonathan,Hogg,MID,HUD,4400000,0,19,1.0,2.2727272727272702e-07,4.31818181818182e-06,0,28195,2,17,0,0,0,0,0,4.3,572,-1,0,19,1,0.2,0,0.9,0,0,3,0,0,0.3,39427,0,0,0,0,840,146,0,1,157,Stoke,Burnley,Leicester,West Ham,Stoke,21.9,2017,19,Y17W19
Pierre-Emile,H?jbjerg,MID,SOU,4300000,1,10,0.526315789473684,1.22399020807834e-07,2.32558139534884e-06,0,24476,0,4,0,0,0,0,0,2.3,703,-2,0,10,2,0.3,0,1.3,0,0,0,0,0,0.4,25091,0,0,0,0,338,306,0,0,72,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,12.3,2017,19,Y17W19
Rob,Holding,DEF,ARS,4500000,0,8,0.421052631578947,9.35672514619883e-08,1.77777777777778e-06,0,97250,1,8,0,0,0,0,0,1.8,492,-5,0,8,5,0.0,0,0.0,0,0,1,0,0,0.6,15653,0,0,0,0,263,142,0,0,68,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,10.7,2017,19,Y17W19
Jose,Holebas,DEF,WAT,4900000,2,35,2.3,4.6938775510204106e-07,7.1428571428571385e-06,0,53118,3,28,0,0,0,0,0,7.1,1188,-1,0,35,1,0.2,0,0.8,3,0,2,0,3,0.5,47311,0,0,0,0,1211,505,0,0,214,Leicester,Swansea,Man City,Southampton,Leicester,69.7,2017,19,Y17W19
Mason,Holgate,DEF,EVE,4200000,0,27,1.42105263157895,3.38345864661654e-07,6.42857142857143e-06,0,95186,2,7,0,0,0,0,0,6.4,6781,-3,0,27,3,0.7,0,2.9,0,0,3,0,0,1.8,120314,0,0,0,0,810,9715,0,0,136,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,34.8,2017,19,Y17W19
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,17227,0,0,0,0,0,0,0,0.0,127,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1073,0,0,0,0,0,13,0,0,0,Stoke,Burnley,Leicester,West Ham,Stoke,0.0,2017,19,Y17W19
Callum,Hudson-Odoi,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,9,0,0,0,0,0,9,0,0,0,Brighton,Stoke,Arsenal,Leicester,Brighton,0.0,2017,19,Y17W19
Will,Hughes,MID,WAT,4600000,0,26,1.36842105263158,2.97482837528604e-07,5.65217391304348e-06,0,61384,0,6,0,0,0,2,0,5.7,1685,-4,0,26,4,0.0,0,0.2,3,0,2,0,1,0.4,63882,0,0,0,1,323,163,0,0,89,Leicester,Swansea,Man City,Southampton,Leicester,30.3,2017,19,Y17W19
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0526315789473684,1.34952766531714e-08,2.56410256410256e-07,0,313479,0,1,0,0,0,0,0,0.3,6996,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,6.5,288681,0,0,0,0,17,2085,0,0,5,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,0.9,2017,19,Y17W19
