FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex,year,week,Timeline
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1836,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2902,0,0,0,0,0,8,0,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,2017,32,Y17W32
Matt,Butcher,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,162,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,197,0,0,0,0,0,6,0,0,0,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,0.0,2017,32,Y17W32
Jack,Butland,GLK,STK,5000000,3,101,3.5,7e-07,2.02e-05,0,171539,0,54,0,121,0,0,0,20.2,4878,0,0,101,0,0.5,0,2.7,12,0,5,0,0,2.6,150895,1,0,0,2,2610,574,0,0,567,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,83.4,2017,32,Y17W32
Sam,Byram,DEF,WHU,4200000,0,5,0.161290322580645,3.8402457757296496e-08,1.19047619047619e-06,0,10512,1,7,0,0,0,0,0,1.2,96,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.1,3355,0,0,0,0,246,23,0,0,41,Chelsea,Stoke,Arsenal,Man City,Leicester,14.5,2017,32,Y17W32
Willy,Caballero,GLK,CHE,4800000,2,9,0.29032258064516103,6.048387096774192e-08,1.875e-06,0,11897,0,3,0,6,0,0,0,1.9,287,-2,0,9,2,0.2,0,1.0,0,0,1,0,0,0.2,10405,0,0,0,0,180,1144,0,0,43,West Ham,Southampton,Burnley,Swansea,Liverpool,4.5,2017,32,Y17W32
Yohan,Cabaye,MID,CRY,5300000,2,57,1.78125,3.36084905660377e-07,1.07547169811321e-05,0,34572,5,31,0,0,0,0,0,10.8,108,-2,0,57,2,0.2,0,1.3,3,0,5,0,3,0.2,18940,0,0,0,0,1882,181,0,0,336,Bournemouth,Brighton,Watford,Leicester,Stoke,135.3,2017,32,Y17W32
Gary,Cahill,DEF,CHE,6200000,0,57,1.83870967741935,2.96566077003122e-07,9.19354838709677e-06,0,606779,0,20,0,0,0,0,0,9.2,936,-3,0,57,3,0.2,0,1.0,2,0,7,0,0,3.0,85021,0,0,0,0,1542,254,0,1,332,West Ham,Southampton,Burnley,Swansea,Liverpool,47.8,2017,32,Y17W32
Dominic,Calvert-Lewin,FWD,EVE,5000000,5,86,2.9,5.8e-07,1.7199999999999998e-05,0,1116974,4,28,0,0,0,4,0,17.2,9972,0,0,86,0,0.7,0,3.3,3,0,6,0,8,4.7,1278843,0,0,0,1,1811,22142,0,0,252,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,126.3,2017,32,Y17W32
Geoff,Cameron,DEF,STK,4300000,0,32,1.7,3.95348837209302e-07,7.44186046511628e-06,0,42459,2,29,0,0,0,0,0,7.4,353,-2,0,32,2,0.1,0,0.3,0,0,2,0,0,0.3,31457,0,0,0,0,1494,20,0,0,219,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,38.8,2017,32,Y17W32
Tyrese,Campbell,FWD,STK,4500000,0,1,0.03125,6.94444444444444e-09,2.22222222222222e-07,0,9248,0,1,0,0,0,0,0,0.2,1960,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.3,25994,0,0,0,0,26,3815,0,0,3,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.6,2017,32,Y17W32
Emre,Can,MID,LIV,4900000,0,92,3.5,7.142857142857141e-07,1.87755102040816e-05,0,679755,8,29,0,0,0,3,0,18.8,37753,-1,0,92,1,0.2,0,1.0,10,0,8,0,6,5.0,549870,0,0,0,2,2089,207,0,0,499,Everton,Bournemouth,West Brom,Stoke,Chelsea,120.6,2017,32,Y17W32
Etienne,Capoue,MID,WAT,4800000,2,37,1.15625,2.40885416666667e-07,7.70833333333333e-06,0,298991,3,23,0,0,0,1,0,7.7,400,-7,0,37,7,0.4,0,2.0,0,0,3,0,1,1.4,41987,0,0,0,0,1087,245,0,0,182,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,45.7,2017,32,Y17W32
Michael,Carrick,MID,MUN,4200000,0,1,0.032258064516129,7.680491551459291e-09,2.38095238095238e-07,0,115949,0,0,0,0,0,0,0,0.2,763,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.9,88863,0,0,0,0,24,513,0,0,0,Man City,West Brom,Bournemouth,Arsenal,Brighton,5.1,2017,32,Y17W32
Andre,Carrillo,MID,WAT,5500000,0,62,2.4,4.3636363636363604e-07,1.1272727272727301e-05,0,11524,2,31,0,0,0,1,0,11.3,140,0,0,62,0,0.0,0,0.0,4,0,4,0,3,0.1,13153,0,0,0,0,1517,45,0,0,265,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,84.8,2017,32,Y17W32
Guido,Carrillo,FWD,SOU,6200000,1,15,0.483870967741936,7.80437044745057e-08,2.41935483870968e-06,0,12206,0,8,0,0,0,0,0,2.4,1034,-3,1,15,3,0.2,0,1.5,0,0,1,0,1,0.1,15495,0,0,0,0,449,57,-1,0,40,Arsenal,Chelsea,Leicester,Bournemouth,Everton,29.4,2017,32,Y17W32
Andy,Carroll,FWD,WHU,5700000,0,25,2.1,3.6842105263157896e-07,4.3859649122807e-06,0,103335,5,12,0,0,0,2,0,4.4,123,-3,0,25,3,0.0,0,0.0,3,0,3,0,1,0.2,103363,0,0,0,1,695,26,0,1,71,Chelsea,Stoke,Arsenal,Man City,Leicester,49.8,2017,32,Y17W32
Tom,Carroll,MID,SWA,4300000,1,67,2.2,5.11627906976744e-07,1.5581395348837196e-05,0,646999,3,29,0,0,0,0,0,15.6,10752,-2,0,67,2,0.2,0,1.0,3,0,7,0,3,4.4,577731,0,0,0,0,2077,1984,0,0,345,West Brom,Everton,Man City,Chelsea,Bournemouth,105.6,2017,32,Y17W32
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,703,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,377,0,0,0,0,0,0,0,0,0,Stoke,Man City,Brighton,Watford,West Brom,0.0,2017,32,Y17W32
Craig,Cathcart,DEF,WAT,4400000,1,2,0.0625,1.42045454545455e-08,4.54545454545455e-07,0,1165,0,1,0,0,0,0,0,0.5,6,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.0,377,0,0,0,0,45,19,0,0,8,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.6,2017,32,Y17W32
Diego,Cavalieri,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,211,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,769,0,0,0,0,0,95,0,0,0,Bournemouth,Brighton,Watford,Leicester,Stoke,0.0,2017,32,Y17W32
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2533,0,0,0,0,0,0,0,0.0,35,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1045,0,0,0,0,0,30,0,0,0,Southampton,Newcastle,West Ham,Man Utd,Burnley,0.0,2017,32,Y17W32
Petr,Cech,GLK,ARS,5300000,0,112,3.7,6.981132075471699e-07,2.1132075471698105e-05,0,268450,1,41,0,74,0,0,0,21.1,5395,-2,0,112,2,1.4,0,7.5,7,0,10,0,0,4.6,161772,0,0,1,1,2679,7035,0,0,544,Southampton,Newcastle,West Ham,Man Utd,Burnley,60.5,2017,32,Y17W32
,Cedric,DEF,SOU,4700000,1,56,2.2,4.68085106382979e-07,1.1914893617021302e-05,0,711949,1,35,0,0,0,0,0,11.9,2368,-3,0,56,3,0.2,0,1.0,0,0,5,0,0,3.1,256677,0,0,0,0,2164,1706,0,0,354,Arsenal,Chelsea,Leicester,Bournemouth,Everton,87.4,2017,32,Y17W32
Nacer,Chadli,MID,WBA,5600000,0,13,0.40625,7.25446428571429e-08,2.32142857142857e-06,0,39613,1,2,0,0,0,1,0,2.3,27,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9719,0,0,0,1,174,15,0,0,30,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,10.1,2017,32,Y17W32
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.375,8.928571428571429e-08,2.8571428571428602e-06,0,205766,1,7,0,0,0,0,0,2.9,454,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.8,129955,0,0,0,0,429,154,0,0,37,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,19.6,2017,32,Y17W32
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0.0,0.0,0.0,0,281,0,0,0,0,0,0,0,0.0,65,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,836,0,0,0,0,0,164,0,0,0,West Ham,Southampton,Burnley,Swansea,Liverpool,0.0,2017,32,Y17W32
,Chamberlain,MID,LIV,5600000,1,84,2.625,4.6875e-07,1.4999999999999999e-05,0,421059,2,26,0,0,0,3,0,15.0,8593,-4,0,84,4,0.2,0,1.0,5,0,4,0,5,3.0,381517,0,0,0,0,1582,9863,0,0,386,Everton,Bournemouth,West Brom,Stoke,Chelsea,153.3,2017,32,Y17W32
Calum,Chambers,DEF,ARS,4700000,6,13,0.419354838709677,8.92244337680165e-08,2.7659574468085098e-06,0,26012,1,8,0,0,0,0,0,2.8,263,-3,0,13,3,0.7,0,3.5,0,0,1,0,0,0.2,12009,0,0,0,0,529,1769,0,0,100,Southampton,Newcastle,West Ham,Man Utd,Burnley,24.4,2017,32,Y17W32
,Chicharito,FWD,WHU,6700000,0,83,3.5,5.22388059701493e-07,1.23880597014925e-05,0,1927770,3,32,0,0,0,7,0,12.4,18342,-3,0,83,3,0.1,0,0.5,12,0,6,0,2,7.4,1252148,0,0,0,2,1449,757,0,0,275,Chelsea,Stoke,Arsenal,Man City,Leicester,102.4,2017,32,Y17W32
Benjamin,Chilwell,DEF,LEI,4400000,11,56,1.80645161290323,4.1055718475073297e-07,1.27272727272727e-05,0,82241,1,21,0,0,0,0,0,13.0,2899,-1,-1,56,1,1.8,0,8.0,3,0,5,0,2,3.0,227975,0,0,0,1,1488,91586,1,1,292,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,59.3,2017,32,Y17W32
Hamza,Choudhury,MID,LEI,4400000,0,1,0.032258064516129,7.331378299120229e-09,2.2727272727272702e-07,0,358,0,0,0,0,0,0,0,0.2,17,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,460,0,0,0,0,7,15,0,0,2,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.2,2017,32,Y17W32
Eric Maxim,Choupo-Moting,MID,STK,5300000,0,107,3.6,6.79245283018868e-07,2.0188679245283e-05,0,777899,3,45,0,0,0,5,0,19.8,22755,-2,1,107,2,0.5,0,2.7,9,0,5,0,5,2.4,846941,0,0,0,2,2241,46,-1,0,341,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,168.1,2017,32,Y17W32
Andreas,Christensen,DEF,CHE,5300000,1,75,3.1,5.849056603773577e-07,1.4150943396226403e-05,0,471672,0,17,0,0,0,0,0,14.2,5122,-2,0,75,2,0.3,0,1.5,4,0,8,0,0,2.5,565554,0,0,0,0,1797,24474,0,0,422,West Ham,Southampton,Burnley,Swansea,Liverpool,52.1,2017,32,Y17W32
Ciaran,Clark,DEF,NEW,4400000,0,64,3.2,7.27272727272727e-07,1.45454545454545e-05,0,267258,3,30,0,0,0,2,0,14.5,3811,-1,0,64,1,0.0,0,0.0,6,0,4,0,1,1.7,293303,0,0,0,1,1745,145,0,0,317,Leicester,Arsenal,Everton,West Brom,Watford,67.5,2017,32,Y17W32
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18807,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4026,0,0,0,0,0,2,0,0,0,Arsenal,Chelsea,Leicester,Bournemouth,Everton,0.0,2017,32,Y17W32
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5e-07,1.1599999999999999e-05,0,102434,1,33,0,0,0,1,0,11.6,254,0,0,58,0,0.0,1,0.0,3,0,6,0,2,0.4,102434,0,0,0,1,1900,2,0,1,300,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,92.1,2017,32,Y17W32
Sam,Clucas,MID,SWA,4700000,1,64,2.7,5.744680851063828e-07,1.3617021276595698e-05,0,42566,1,26,0,0,0,3,0,13.6,3688,-3,0,64,3,0.4,0,2.0,3,0,5,0,0,0.5,67509,0,0,0,1,1722,382,0,0,253,West Brom,Everton,Man City,Chelsea,Bournemouth,60.1,2017,32,Y17W32
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,28030,0,0,0,0,0,0,0,0.0,37,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1643,0,0,0,0,0,101,0,0,0,Everton,Bournemouth,West Brom,Stoke,Chelsea,0.0,2017,32,Y17W32
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,116593,0,0,0,0,0,0,0,0.0,570,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.8,113513,0,0,0,0,0,20,0,0,0,Leicester,Arsenal,Everton,West Brom,Watford,0.0,2017,32,Y17W32
Joel,Coleman,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,89127,0,0,0,0,0,0,0,0.0,2505,0,0,0,0,0.0,0,0.0,0,0,0,0,0,4.1,208050,0,0,0,0,0,148,0,0,0,Brighton,Watford,Everton,Man City,Chelsea,0.0,2017,32,Y17W32
Seamus,Coleman,DEF,EVE,6400000,1,16,0.5,7.8125e-08,2.5e-06,0,25426,0,7,0,0,0,0,0,2.5,2928,-1,0,16,1,0.5,0,3.0,0,0,1,0,1,0.4,28880,0,0,0,0,495,181,0,0,94,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,18.7,2017,32,Y17W32
James,Collins,DEF,WHU,4300000,0,35,1.12903225806452,2.62565641410353e-07,8.139534883720933e-06,0,32412,3,19,0,0,0,1,0,8.1,1327,-2,0,35,2,0.1,0,0.5,3,0,3,0,0,0.3,31636,0,0,0,0,1047,6,0,0,198,Chelsea,Stoke,Arsenal,Man City,Leicester,44.4,2017,32,Y17W32
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,41249,0,6,0,0,0,0,0,1.6,90,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15793,0,0,0,0,164,2,0,0,35,Southampton,Newcastle,West Ham,Man Utd,Burnley,4.8,2017,32,Y17W32
Jack,Cork,MID,BUR,4500000,1,77,2.5,5.55555555555556e-07,1.7111111111111095e-05,0,369095,7,27,0,0,0,1,0,17.1,5282,0,0,77,0,0.4,0,2.0,3,0,11,0,1,2.8,460890,0,0,0,0,2790,9911,0,0,421,Watford,Leicester,Chelsea,Stoke,Brighton,96.0,2017,32,Y17W32
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66478,0,0,0,0,0,0,0,0.0,29,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.4,2439,0,0,0,0,0,3,0,0,0,West Ham,Southampton,Burnley,Swansea,Liverpool,0.0,2017,32,Y17W32
Thibaut,Courtois,GLK,CHE,5400000,0,113,3.9,7.22222222222222e-07,2.092592592592589e-05,0,862752,1,27,0,58,0,0,0,20.9,21571,-1,0,113,1,0.2,0,1.0,2,0,13,0,0,10.3,490298,0,0,0,0,2610,1845,0,0,517,West Ham,Southampton,Burnley,Swansea,Liverpool,41.9,2017,32,Y17W32
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1729061,0,14,0,0,0,7,0,11.3,622,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.0,1531109,0,0,0,4,1109,2,0,0,381,Everton,Bournemouth,West Brom,Stoke,Chelsea,169.4,2017,32,Y17W32
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75e-07,5e-07,0,24931,0,7,0,0,0,0,0,0.5,130,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,24146,0,0,0,0,179,9,0,0,35,Brighton,Watford,Everton,Man City,Chelsea,4.7,2017,32,Y17W32
Aaron,Cresswell,DEF,WHU,5000000,6,93,3.2,6.4e-07,1.86e-05,0,283260,5,49,0,0,0,0,0,18.6,7833,0,0,93,0,0.6,0,3.0,10,0,8,0,6,2.3,414571,0,0,0,0,2469,2878,0,0,491,Chelsea,Stoke,Arsenal,Man City,Leicester,118.9,2017,32,Y17W32
Peter,Crouch,FWD,STK,4800000,1,56,2.2,4.58333333333333e-07,1.1666666666666698e-05,0,383302,1,24,0,0,0,3,0,11.7,4503,-2,0,56,2,0.3,0,1.3,4,0,0,0,2,2.3,361445,0,0,0,0,1209,2843,0,0,162,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,81.3,2017,32,Y17W32
Josh,Cullen,MID,WHU,4500000,1,1,0.032258064516129,7.168458781362009e-09,2.22222222222222e-07,0,434,0,0,0,0,0,0,0,0.2,27,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.0,745,0,0,0,0,1,15,0,0,4,Chelsea,Stoke,Arsenal,Man City,Leicester,0.3,2017,32,Y17W32
Charlie,Daniels,DEF,BOU,4700000,1,79,2.7,5.744680851063828e-07,1.68085106382979e-05,0,1113272,0,40,0,0,0,1,0,16.8,12986,-3,0,79,3,0.5,0,2.3,4,0,5,0,2,7.6,582639,0,0,0,0,2461,3537,0,0,481,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,106.1,2017,32,Y17W32
,Danilo,DEF,MCI,5000000,1,73,2.35483870967742,4.7096774193548404e-07,1.4599999999999999e-05,0,428057,1,7,0,0,0,2,0,14.6,6774,-5,0,73,5,0.1,0,0.5,5,0,7,0,1,2.6,318154,0,0,0,1,951,551,0,0,295,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,50.9,2017,32,Y17W32
Scott,Dann,DEF,CRY,4600000,0,32,1.0,2.1739130434782601e-07,6.95652173913044e-06,0,87803,4,26,0,0,0,1,0,7.0,119,-4,0,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39439,0,0,0,0,1434,8,0,0,211,Bournemouth,Brighton,Watford,Leicester,Stoke,67.0,2017,32,Y17W32
Karl,Darlow,GLK,NEW,4400000,0,33,1.06451612903226,2.41935483870968e-07,7.4999999999999985e-06,0,30435,0,15,0,35,0,0,0,7.5,494,-1,0,33,1,0.0,0,0.0,2,0,2,0,0,0.3,25090,1,0,0,1,900,70,0,0,172,Leicester,Arsenal,Everton,West Brom,Watford,25.9,2017,32,Y17W32
Matteo,Darmian,DEF,MUN,4900000,0,10,0.32258064516129,6.58327847267939e-08,2.04081632653061e-06,0,33498,0,2,0,0,0,0,0,2.0,57,-6,0,10,6,0.1,0,0.5,0,0,1,0,0,0.2,7215,0,0,0,0,196,50,0,0,49,Man City,West Brom,Bournemouth,Arsenal,Brighton,4.8,2017,32,Y17W32
,David Luiz,DEF,CHE,5700000,0,32,1.03225806451613,1.8109790605546105e-07,5.6140350877193e-06,0,1193084,3,13,0,0,0,1,0,5.6,1007,-3,0,32,3,0.0,0,0.0,0,0,3,0,2,8.2,326734,0,0,0,0,838,28,0,1,186,West Ham,Southampton,Burnley,Swansea,Liverpool,29.6,2017,32,Y17W32
,David Silva,MID,MCI,8200000,11,152,6.1,7.4390243902439e-07,1.85365853658537e-05,0,2359806,5,14,0,0,0,8,0,18.8,18398,2,-1,152,-2,1.6,0,13.5,24,0,12,0,11,12.0,2608607,0,0,0,5,2090,71731,1,0,586,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,255.8,2017,32,Y17W32
Ben,Davies,DEF,TOT,5900000,4,129,5.2,8.813559322033899e-07,2.1864406779660997e-05,0,1747690,2,16,0,0,0,2,0,21.9,18733,4,0,129,-4,0.3,0,2.0,14,0,10,0,7,23.0,2600508,0,0,0,4,1963,37604,0,0,544,Stoke,Man City,Brighton,Watford,West Brom,138.6,2017,32,Y17W32
Tom,Davies,MID,EVE,5100000,1,50,1.8,3.5294117647058796e-07,9.803921568627451e-06,0,71396,6,20,0,0,0,1,0,9.8,585,-4,0,50,4,0.3,0,1.7,0,0,5,0,2,0.4,41157,0,0,0,0,1577,119,0,0,175,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,53.4,2017,32,Y17W32
Steven,Davis,MID,SOU,4700000,0,70,2.25806451612903,4.80439258750858e-07,1.48936170212766e-05,0,452220,0,21,0,0,0,3,0,14.9,1403,-3,0,70,3,0.0,0,0.0,6,0,4,0,2,1.4,482376,0,0,0,2,1483,107,0,0,334,Arsenal,Chelsea,Leicester,Bournemouth,Everton,82.4,2017,32,Y17W32
Craig,Dawson,DEF,WBA,4800000,1,62,2.8,5.83333333333333e-07,1.29166666666667e-05,0,326516,5,34,0,0,0,2,0,12.9,3138,-2,0,62,2,0.1,0,0.3,3,0,5,0,0,1.6,121947,0,0,0,1,1970,299,0,0,332,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,85.1,2017,32,Y17W32
Kevin,De Bruyne,MID,MCI,10400000,5,188,6.1,5.865384615384612e-07,1.8076923076923103e-05,0,2217051,1,20,0,0,0,7,0,18.1,61735,4,0,188,-4,0.4,0,4.0,25,0,16,0,17,24.1,1999593,0,0,0,5,2657,18340,0,0,795,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,328.2,2017,32,Y17W32
David,de Gea,GLK,MUN,5900000,6,150,4.8,8.13559322033898e-07,2.54237288135593e-05,0,997073,0,23,0,99,0,0,0,25.4,32486,4,0,150,-4,0.7,0,4.0,10,0,16,0,0,44.2,1337084,0,0,0,0,2790,37595,0,0,649,Man City,West Brom,Bournemouth,Arsenal,Brighton,70.8,2017,32,Y17W32
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9742,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,528,0,0,0,0,0,0,0,0,0,Leicester,Arsenal,Everton,West Brom,Watford,0.0,2017,32,Y17W32
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1633,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1477,0,0,0,0,0,0,0,0,0,Southampton,Newcastle,West Ham,Man Utd,Burnley,0.0,2017,32,Y17W32
Troy,Deeney,FWD,WAT,6300000,2,65,2.8,4.44444444444444e-07,1.0317460317460301e-05,0,100479,1,27,0,0,0,5,0,10.3,8784,-2,0,65,2,0.2,1,1.3,7,0,4,0,2,1.1,115798,0,0,0,1,1462,3532,0,1,230,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,98.2,2017,32,Y17W32
Jermain,Defoe,FWD,BOU,7600000,6,50,1.5625,2.05592105263158e-07,6.5789473684210505e-06,0,212517,1,17,0,0,0,4,0,6.6,611,-4,0,50,4,0.4,0,2.7,5,0,2,0,1,1.4,52608,0,0,0,1,858,1666,0,0,163,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,70.7,2017,32,Y17W32
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,34291,6,17,0,0,0,1,0,11.5,97,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26885,0,0,0,0,1998,4,0,0,353,Watford,Leicester,Chelsea,Stoke,Brighton,78.4,2017,32,Y17W32
Damien,Delaney,DEF,CRY,4200000,0,1,0.03125,7.440476190476189e-09,2.38095238095238e-07,0,24728,0,5,0,0,0,0,0,0.2,80,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,4562,0,0,0,0,95,72,0,0,19,Bournemouth,Brighton,Watford,Leicester,Stoke,4.0,2017,32,Y17W32
Fabian,Delph,MID,MCI,4500000,0,42,1.35483870967742,3.01075268817204e-07,9.33333333333333e-06,0,120570,1,12,0,0,0,1,0,9.3,244,0,0,42,0,0.0,0,0.0,0,0,5,0,1,0.4,118121,0,0,0,0,1282,273,0,0,294,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,52.3,2017,32,Y17W32
Mousa,Dembele,MID,TOT,4900000,2,45,1.4516129032258098,2.96247531270573e-07,9.183673469387759e-06,0,173454,5,18,0,0,0,0,0,9.2,1408,-1,0,45,1,0.4,0,2.0,3,0,6,0,0,1.7,100955,0,0,0,0,1635,1836,0,0,288,Stoke,Man City,Brighton,Watford,West Brom,59.2,2017,32,Y17W32
Laurent,Depoitre,FWD,HUD,5100000,2,80,3.0,5.882352941176471e-07,1.56862745098039e-05,0,639341,1,32,0,0,0,5,0,15.7,11303,-4,0,80,4,0.2,0,1.0,11,0,4,0,2,2.7,767427,0,0,0,1,1623,4112,0,0,244,Brighton,Watford,Everton,Man City,Chelsea,84.4,2017,32,Y17W32
Gerard,Deulofeu,MID,WAT,5600000,0,21,0.65625,1.171875e-07,3.75e-06,0,242467,0,2,0,0,0,1,0,3.8,4764,-4,0,21,4,0.0,0,0.0,3,0,2,0,1,0.5,267771,0,0,0,1,311,24,0,0,79,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,27.4,2017,32,Y17W32
Fousseni,Diabate,FWD,LEI,5000000,1,8,0.258064516129032,5.1612903225806397e-08,1.6e-06,0,9128,1,4,0,0,0,0,0,1.6,685,0,0,8,0,0.2,0,1.0,0,0,0,0,0,0.1,13811,0,0,0,0,259,309,0,0,22,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,9.1,2017,32,Y17W32
Mohamed,Diame,MID,NEW,4600000,3,56,2.3,5e-07,1.21739130434783e-05,0,20025,1,21,0,0,0,2,0,12.2,656,-4,0,56,4,0.7,0,3.0,3,0,4,0,0,0.2,17663,0,0,0,0,1425,798,0,0,247,Leicester,Arsenal,Everton,West Brom,Watford,60.9,2017,32,Y17W32
Grady,Diangana,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,57,0,0,0,0,0,57,0,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,2017,32,Y17W32
Brahim,Diaz,MID,MCI,4700000,0,3,0.0967741935483871,2.05902539464653e-08,6.382978723404259e-07,0,4242,0,1,0,0,0,0,0,0.6,22,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1634,0,0,0,0,31,22,0,0,9,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,4.5,2017,32,Y17W32
Eric,Dier,MID,TOT,4700000,7,77,2.6,5.53191489361702e-07,1.63829787234043e-05,0,283377,4,23,0,0,0,0,0,16.4,2174,-3,0,77,3,0.7,0,3.5,2,0,14,0,2,2.6,196117,0,0,0,0,2544,8179,0,0,433,Stoke,Man City,Brighton,Watford,West Brom,107.9,2017,32,Y17W32
